_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
12659,2020Q2,S92000003,d,S08000028,Head & Neck,"",1,"",1,""
12660,2020Q2,S92000003,d,S08000028,Lung,"",5,"",5,""
12661,2020Q2,S92000003,d,S08000028,Lymphoma,"",1,"",1,""
12662,2020Q2,S92000003,d,S08000028,Urological,"",4,"",4,""
12663,2020Q2,S92000003,d,S08000028,All Cancer Types,d,14,"",14,""
12664,2020Q2,S92000003,d,S08000029,Breast,"",34,"",33,""
12665,2020Q2,S92000003,d,S08000029,Cervical,"",1,"",0,""
12666,2020Q2,S92000003,d,S08000029,Colorectal,"",30,"",23,""
12667,2020Q2,S92000003,d,S08000029,Lung,"",28,"",26,""
12668,2020Q2,S92000003,d,S08000029,Lymphoma,"",3,"",3,""
12669,2020Q2,S92000003,d,S08000029,Melanoma,"",7,"",7,""
12670,2020Q2,S92000003,d,S08000029,Ovarian,"",3,"",3,""
12671,2020Q2,S92000003,d,S08000029,Upper GI,"",15,"",14,""
12672,2020Q2,S92000003,d,S08000029,Urological,"",39,"",27,""
12673,2020Q2,S92000003,d,S08000029,All Cancer Types,d,160,"",136,""
12674,2020Q2,S92000003,d,S08000030,Breast,"",34,"",34,""
12675,2020Q2,S92000003,d,S08000030,Cervical,"",2,"",2,""
12676,2020Q2,S92000003,d,S08000030,Colorectal,"",34,"",26,""
12677,2020Q2,S92000003,d,S08000030,Head & Neck,"",2,"",2,""
12678,2020Q2,S92000003,d,S08000030,Lung,"",44,"",40,""
12679,2020Q2,S92000003,d,S08000030,Melanoma,"",3,"",3,""
12680,2020Q2,S92000003,d,S08000030,Ovarian,"",3,"",3,""
12681,2020Q2,S92000003,d,S08000030,Upper GI,"",31,"",27,""
12682,2020Q2,S92000003,d,S08000030,Urological,"",22,"",19,""
12683,2020Q2,S92000003,d,S08000030,All Cancer Types,d,175,"",156,""
12684,2020Q2,S92000003,d,S08000031,Breast,"",138,"",136,""
12685,2020Q2,S92000003,d,S08000031,Cervical,"",17,"",14,""
12686,2020Q2,S92000003,d,S08000031,Colorectal,"",87,"",57,""
12687,2020Q2,S92000003,d,S08000031,Head & Neck,"",70,"",58,""
12688,2020Q2,S92000003,d,S08000031,Lung,"",152,"",136,""
12689,2020Q2,S92000003,d,S08000031,Lymphoma,"",21,"",19,""
12690,2020Q2,S92000003,d,S08000031,Melanoma,"",37,"",36,""
12691,2020Q2,S92000003,d,S08000031,Ovarian,"",24,"",23,""
12692,2020Q2,S92000003,d,S08000031,Upper GI,"",95,"",87,""
12693,2020Q2,S92000003,d,S08000031,Urological,"",184,"",99,""
12694,2020Q2,S92000003,d,S08000031,All Cancer Types,d,825,"",665,""
12695,2020Q2,S92000003,d,S08000032,Breast,"",70,"",67,""
12696,2020Q2,S92000003,d,S08000032,Cervical,"",3,"",3,""
12697,2020Q2,S92000003,d,S08000032,Colorectal,"",33,"",27,""
12698,2020Q2,S92000003,d,S08000032,Head & Neck,"",12,"",10,""
12699,2020Q2,S92000003,d,S08000032,Lung,"",34,"",34,""
12700,2020Q2,S92000003,d,S08000032,Lymphoma,"",5,"",5,""
12701,2020Q2,S92000003,d,S08000032,Melanoma,"",19,"",19,""
12702,2020Q2,S92000003,d,S08000032,Ovarian,"",3,"",3,""
12703,2020Q2,S92000003,d,S08000032,Upper GI,"",31,"",30,""
12704,2020Q2,S92000003,d,S08000032,Urological,"",33,"",27,""
12705,2020Q2,S92000003,d,S08000032,All Cancer Types,d,243,"",225,""
12706,2020Q2,S92000003,d,SB0801,Head & Neck,"",1,"",1,""
12707,2020Q2,S92000003,d,SB0801,Lung,"",39,"",30,""
12708,2020Q2,S92000003,d,SB0801,All Cancer Types,d,40,"",31,""
12709,2020Q3,S08000015,"",S08000015,Breast,"",32,"",28,""
12710,2020Q3,S08000015,"",S08000015,Colorectal,"",21,"",18,""
12711,2020Q3,S08000015,"",S08000015,Head & Neck,"",7,"",7,""
12712,2020Q3,S08000015,"",S08000015,Lung,"",40,"",40,""
12713,2020Q3,S08000015,"",S08000015,Lymphoma,"",7,"",7,""
12714,2020Q3,S08000015,"",S08000015,Melanoma,"",11,"",11,""
12715,2020Q3,S08000015,"",S08000015,Ovarian,"",1,"",1,""
12716,2020Q3,S08000015,"",S08000015,Upper GI,"",31,"",30,""
12717,2020Q3,S08000015,"",S08000015,Urological,"",25,"",24,""
12718,2020Q3,S08000015,"",S08000015,All Cancer Types,d,175,"",166,""
12719,2020Q3,S08000015,"",S08000020,Upper GI,"",1,"",1,""
12720,2020Q3,S08000015,"",S08000020,All Cancer Types,d,1,"",1,""
12721,2020Q3,S08000015,"",S08000024,Urological,"",1,"",1,""
12722,2020Q3,S08000015,"",S08000024,All Cancer Types,d,1,"",1,""
12723,2020Q3,S08000015,"",S08000031,Cervical,"",5,"",4,""
12724,2020Q3,S08000015,"",S08000031,Colorectal,"",2,"",2,""
12725,2020Q3,S08000015,"",S08000031,Head & Neck,"",8,"",8,""
12726,2020Q3,S08000015,"",S08000031,Lung,"",5,"",4,""
12727,2020Q3,S08000015,"",S08000031,Ovarian,"",5,"",5,""
12728,2020Q3,S08000015,"",S08000031,Upper GI,"",6,"",6,""
12729,2020Q3,S08000015,"",S08000031,Urological,"",1,"",1,""
12730,2020Q3,S08000015,"",S08000031,All Cancer Types,d,32,"",30,""
12731,2020Q3,S08000015,"",SB0801,Lung,"",4,"",4,""
12732,2020Q3,S08000015,"",SB0801,All Cancer Types,d,4,"",4,""
12733,2020Q3,S08000016,"",S08000016,Breast,"",15,"",15,""
12734,2020Q3,S08000016,"",S08000016,Colorectal,"",11,"",11,""
12735,2020Q3,S08000016,"",S08000016,Head & Neck,"",2,"",2,""
12736,2020Q3,S08000016,"",S08000016,Lung,"",9,"",9,""
12737,2020Q3,S08000016,"",S08000016,Lymphoma,"",3,"",3,""
12738,2020Q3,S08000016,"",S08000016,Melanoma,"",1,"",1,""
12739,2020Q3,S08000016,"",S08000016,Ovarian,"",1,"",1,""
12740,2020Q3,S08000016,"",S08000016,Upper GI,"",9,"",9,""
12741,2020Q3,S08000016,"",S08000016,Urological,"",6,"",6,""
12742,2020Q3,S08000016,"",S08000016,All Cancer Types,d,57,"",57,""
12743,2020Q3,S08000016,"",S08000024,Cervical,"",1,"",1,""
12744,2020Q3,S08000016,"",S08000024,Colorectal,"",4,"",4,""
12745,2020Q3,S08000016,"",S08000024,Head & Neck,"",1,"",1,""
12746,2020Q3,S08000016,"",S08000024,Lung,"",4,"",4,""
12747,2020Q3,S08000016,"",S08000024,Ovarian,"",1,"",1,""
12748,2020Q3,S08000016,"",S08000024,Upper GI,"",1,"",1,""
12749,2020Q3,S08000016,"",S08000024,Urological,"",3,"",1,""
12750,2020Q3,S08000016,"",S08000024,All Cancer Types,d,15,"",13,""
12751,2020Q3,S08000017,"",S08000017,Breast,"",19,"",19,""
12752,2020Q3,S08000017,"",S08000017,Cervical,"",1,"",1,""
12753,2020Q3,S08000017,"",S08000017,Colorectal,"",14,"",14,""
12754,2020Q3,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
12755,2020Q3,S08000017,"",S08000017,Lung,"",23,"",23,""
12756,2020Q3,S08000017,"",S08000017,Lymphoma,"",3,"",3,""
12757,2020Q3,S08000017,"",S08000017,Melanoma,"",2,"",2,""
12758,2020Q3,S08000017,"",S08000017,Upper GI,"",21,"",21,""
12759,2020Q3,S08000017,"",S08000017,Urological,"",17,"",15,""
12760,2020Q3,S08000017,"",S08000017,All Cancer Types,d,101,"",99,""
12761,2020Q3,S08000017,"",S08000020,Upper GI,"",1,"",1,""
12762,2020Q3,S08000017,"",S08000020,All Cancer Types,d,1,"",1,""
12763,2020Q3,S08000017,"",S08000024,Breast,"",1,"",1,""
12764,2020Q3,S08000017,"",S08000024,Colorectal,"",1,"",1,""
12765,2020Q3,S08000017,"",S08000024,Head & Neck,"",3,"",3,""
12766,2020Q3,S08000017,"",S08000024,Lung,"",2,"",2,""
12767,2020Q3,S08000017,"",S08000024,Lymphoma,"",1,"",1,""
12768,2020Q3,S08000017,"",S08000024,Ovarian,"",1,"",1,""
12769,2020Q3,S08000017,"",S08000024,Upper GI,"",3,"",3,""
12770,2020Q3,S08000017,"",S08000024,All Cancer Types,d,12,"",12,""
12771,2020Q3,S08000017,"",S08000031,Head & Neck,"",1,"",1,""
12772,2020Q3,S08000017,"",S08000031,All Cancer Types,d,1,"",1,""
12773,2020Q3,S08000019,"",S08000019,Breast,"",35,"",35,""
12774,2020Q3,S08000019,"",S08000019,Colorectal,"",19,"",15,""
12775,2020Q3,S08000019,"",S08000019,Head & Neck,"",4,"",4,""
12776,2020Q3,S08000019,"",S08000019,Lung,"",34,"",34,""
12777,2020Q3,S08000019,"",S08000019,Lymphoma,"",5,"",5,""
12778,2020Q3,S08000019,"",S08000019,Melanoma,"",11,"",9,""
12779,2020Q3,S08000019,"",S08000019,Ovarian,"",3,"",3,""
12780,2020Q3,S08000019,"",S08000019,Upper GI,"",18,"",17,""
12781,2020Q3,S08000019,"",S08000019,Urological,"",50,"",40,""
12782,2020Q3,S08000019,"",S08000019,All Cancer Types,d,179,"",162,""
12783,2020Q3,S08000019,"",S08000024,Upper GI,"",1,"",0,""
12784,2020Q3,S08000019,"",S08000024,All Cancer Types,d,1,"",0,""
12785,2020Q3,S08000019,"",S08000031,Head & Neck,"",4,"",3,""
12786,2020Q3,S08000019,"",S08000031,Lung,"",5,"",5,""
12787,2020Q3,S08000019,"",S08000031,Lymphoma,"",1,"",1,""
12788,2020Q3,S08000019,"",S08000031,Ovarian,"",3,"",3,""
12789,2020Q3,S08000019,"",S08000031,Upper GI,"",3,"",1,""
12790,2020Q3,S08000019,"",S08000031,Urological,"",10,"",5,""
12791,2020Q3,S08000019,"",S08000031,All Cancer Types,d,26,"",18,""
12792,2020Q3,S08000019,"",SB0801,Head & Neck,"",1,"",1,""
12793,2020Q3,S08000019,"",SB0801,Lung,"",4,"",3,""
12794,2020Q3,S08000019,"",SB0801,All Cancer Types,d,5,"",4,""
12795,2020Q3,S08000020,"",S08000020,Breast,"",56,r,53,r
12796,2020Q3,S08000020,"",S08000020,Cervical,"",1,"",1,""
12797,2020Q3,S08000020,"",S08000020,Colorectal,"",35,"",20,""
12798,2020Q3,S08000020,"",S08000020,Head & Neck,"",9,"",8,""
12799,2020Q3,S08000020,"",S08000020,Lung,"",49,"",47,""
12800,2020Q3,S08000020,"",S08000020,Lymphoma,"",9,"",5,""
12801,2020Q3,S08000020,"",S08000020,Melanoma,"",18,"",18,""
12802,2020Q3,S08000020,"",S08000020,Ovarian,"",9,"",9,""
12803,2020Q3,S08000020,"",S08000020,Upper GI,"",41,"",41,""
12804,2020Q3,S08000020,"",S08000020,Urological,"",64,"",40,""
12805,2020Q3,S08000020,"",S08000020,All Cancer Types,d,291,r,242,r
12806,2020Q3,S08000022,"",S08000020,Cervical,"",1,"",1,""
12807,2020Q3,S08000022,"",S08000020,Ovarian,"",2,"",2,""
12808,2020Q3,S08000022,"",S08000020,Urological,"",7,"",0,""
12809,2020Q3,S08000022,"",S08000020,All Cancer Types,d,10,"",3,""
12810,2020Q3,S08000022,"",S08000022,Breast,"",42,"",41,""
12811,2020Q3,S08000022,"",S08000022,Cervical,"",2,"",1,""
12812,2020Q3,S08000022,"",S08000022,Colorectal,"",21,"",13,""
12813,2020Q3,S08000022,"",S08000022,Head & Neck,"",4,"",3,""
12814,2020Q3,S08000022,"",S08000022,Lung,"",34,"",34,""
12815,2020Q3,S08000022,"",S08000022,Lymphoma,"",3,"",3,""
12816,2020Q3,S08000022,"",S08000022,Melanoma,"",6,"",3,""
12817,2020Q3,S08000022,"",S08000022,Ovarian,"",3,"",3,""
12818,2020Q3,S08000022,"",S08000022,Upper GI,"",19,"",16,""
12819,2020Q3,S08000022,"",S08000022,Urological,"",42,"",13,""
12820,2020Q3,S08000022,"",S08000022,All Cancer Types,d,176,"",130,""
12821,2020Q3,S08000022,"",S08000024,Colorectal,"",1,"",0,""
12822,2020Q3,S08000022,"",S08000024,Urological,"",1,"",0,""
12823,2020Q3,S08000022,"",S08000024,All Cancer Types,d,2,"",0,""
12824,2020Q3,S08000022,"",S08000028,Upper GI,"",1,"",1,""
12825,2020Q3,S08000022,"",S08000028,All Cancer Types,d,1,"",1,""
12826,2020Q3,S08000022,"",S08000030,Lung,"",1,"",0,""
12827,2020Q3,S08000022,"",S08000030,All Cancer Types,d,1,"",0,""
12828,2020Q3,S08000022,"",S08000031,Lung,"",1,"",1,""
12829,2020Q3,S08000022,"",S08000031,Melanoma,"",2,"",2,""
12830,2020Q3,S08000022,"",S08000031,All Cancer Types,d,3,"",3,""
12831,2020Q3,S08000022,"",SB0801,Lung,"",4,"",4,""
12832,2020Q3,S08000022,"",SB0801,All Cancer Types,d,4,"",4,""
12833,2020Q3,S08000024,"",S08000024,Breast,"",110,"",110,""
12834,2020Q3,S08000024,"",S08000024,Cervical,"",5,"",2,""
12835,2020Q3,S08000024,"",S08000024,Colorectal,"",68,"",48,""
12836,2020Q3,S08000024,"",S08000024,Head & Neck,"",32,"",31,""
12837,2020Q3,S08000024,"",S08000024,Lung,"",48,"",44,""
12838,2020Q3,S08000024,"",S08000024,Lymphoma,"",17,"",14,""
12839,2020Q3,S08000024,"",S08000024,Melanoma,"",22,"",21,""
12840,2020Q3,S08000024,"",S08000024,Ovarian,"",10,"",10,""
12841,2020Q3,S08000024,"",S08000024,Upper GI,"",64,"",61,""
12842,2020Q3,S08000024,"",S08000024,Urological,"",86,"",52,""
12843,2020Q3,S08000024,"",S08000024,All Cancer Types,d,462,"",393,""
12844,2020Q3,S08000024,"",S08000032,Lung,"",1,"",1,""
12845,2020Q3,S08000024,"",S08000032,All Cancer Types,d,1,"",1,""
12846,2020Q3,S08000025,"",S08000020,Colorectal,"",2,"",1,""
12847,2020Q3,S08000025,"",S08000020,Lung,"",1,"",1,""
12848,2020Q3,S08000025,"",S08000020,Upper GI,"",1,"",1,""
12849,2020Q3,S08000025,"",S08000020,Urological,"",1,"",0,""
12850,2020Q3,S08000025,"",S08000020,All Cancer Types,d,5,"",3,""
12851,2020Q3,S08000025,"",S08000025,Colorectal,"",4,"",4,""
12852,2020Q3,S08000025,"",S08000025,Lung,"",1,"",1,""
12853,2020Q3,S08000025,"",S08000025,Melanoma,"",1,"",1,""
12854,2020Q3,S08000025,"",S08000025,Ovarian,"",1,"",1,""
12855,2020Q3,S08000025,"",S08000025,Urological,"",2,"",2,""
12856,2020Q3,S08000025,"",S08000025,All Cancer Types,d,9,"",9,""
12857,2020Q3,S08000026,"",S08000020,Head & Neck,"",1,"",1,""
12858,2020Q3,S08000026,"",S08000020,Upper GI,"",1,"",1,""
12859,2020Q3,S08000026,"",S08000020,All Cancer Types,d,2,"",2,""
12860,2020Q3,S08000026,"",S08000026,Breast,"",1,"",1,""
12861,2020Q3,S08000026,"",S08000026,Lung,"",2,"",2,""
12862,2020Q3,S08000026,"",S08000026,Melanoma,"",1,"",1,""
12863,2020Q3,S08000026,"",S08000026,Upper GI,"",2,"",2,""
12864,2020Q3,S08000026,"",S08000026,Urological,"",1,"",1,""
12865,2020Q3,S08000026,"",S08000026,All Cancer Types,d,7,"",7,""
12866,2020Q3,S08000028,"",S08000022,Lymphoma,"",1,"",1,""
12867,2020Q3,S08000028,"",S08000022,Upper GI,"",1,"",1,""
12868,2020Q3,S08000028,"",S08000022,Urological,"",2,"",2,""
12869,2020Q3,S08000028,"",S08000022,All Cancer Types,d,4,"",4,""
12870,2020Q3,S08000028,"",S08000028,Lung,"",3,"",3,""
12871,2020Q3,S08000028,"",S08000028,Melanoma,"",1,"",1,""
12872,2020Q3,S08000028,"",S08000028,Upper GI,"",1,"",1,""
12873,2020Q3,S08000028,"",S08000028,Urological,"",2,"",2,""
12874,2020Q3,S08000028,"",S08000028,All Cancer Types,d,7,"",7,""
12875,2020Q3,S08000028,"",SB0801,Lung,"",1,"",1,""
12876,2020Q3,S08000028,"",SB0801,All Cancer Types,d,1,"",1,""
12877,2020Q3,S08000029,"",S08000024,Cervical,"",2,"",0,""
12878,2020Q3,S08000029,"",S08000024,Colorectal,"",3,"",2,""
12879,2020Q3,S08000029,"",S08000024,Head & Neck,"",5,"",4,""
12880,2020Q3,S08000029,"",S08000024,Lung,"",17,"",13,""
12881,2020Q3,S08000029,"",S08000024,Lymphoma,"",1,"",1,""
12882,2020Q3,S08000029,"",S08000024,Ovarian,"",1,"",1,""
12883,2020Q3,S08000029,"",S08000024,Urological,"",3,"",0,""
12884,2020Q3,S08000029,"",S08000024,All Cancer Types,d,32,"",21,""
12885,2020Q3,S08000029,"",S08000029,Breast,"",40,"",36,""
12886,2020Q3,S08000029,"",S08000029,Cervical,"",1,"",1,""
12887,2020Q3,S08000029,"",S08000029,Colorectal,"",33,"",32,""
12888,2020Q3,S08000029,"",S08000029,Head & Neck,"",1,"",1,""
12889,2020Q3,S08000029,"",S08000029,Lung,"",31,"",28,""
12890,2020Q3,S08000029,"",S08000029,Lymphoma,"",3,"",3,""
12891,2020Q3,S08000029,"",S08000029,Melanoma,"",9,"",9,""
12892,2020Q3,S08000029,"",S08000029,Ovarian,"",4,"",4,""
12893,2020Q3,S08000029,"",S08000029,Upper GI,"",21,"",19,""
12894,2020Q3,S08000029,"",S08000029,Urological,"",32,"",24,""
12895,2020Q3,S08000029,"",S08000029,All Cancer Types,d,175,"",157,""
12896,2020Q3,S08000029,"",S08000030,Head & Neck,"",2,"",2,""
12897,2020Q3,S08000029,"",S08000030,Melanoma,"",1,"",1,""
12898,2020Q3,S08000029,"",S08000030,All Cancer Types,d,3,"",3,""
12899,2020Q3,S08000030,"",S08000020,Ovarian,"",1,"",1,""
12900,2020Q3,S08000030,"",S08000020,All Cancer Types,d,1,"",1,""
12901,2020Q3,S08000030,"",S08000024,Lung,"",1,"",1,""
12902,2020Q3,S08000030,"",S08000024,All Cancer Types,d,1,"",1,""
12903,2020Q3,S08000030,"",S08000030,Breast,"",31,"",31,""
12904,2020Q3,S08000030,"",S08000030,Cervical,"",1,"",1,""
12905,2020Q3,S08000030,"",S08000030,Colorectal,"",40,"",39,""
12906,2020Q3,S08000030,"",S08000030,Head & Neck,"",1,"",1,""
12907,2020Q3,S08000030,"",S08000030,Lung,"",47,"",47,""
12908,2020Q3,S08000030,"",S08000030,Melanoma,"",7,"",6,""
12909,2020Q3,S08000030,"",S08000030,Ovarian,"",5,"",5,""
12910,2020Q3,S08000030,"",S08000030,Upper GI,"",29,"",29,""
12911,2020Q3,S08000030,"",S08000030,Urological,"",17,"",15,""
12912,2020Q3,S08000030,"",S08000030,All Cancer Types,d,178,"",174,""
12913,2020Q3,S08000031,"",S08000022,Urological,"",1,"",1,""
12914,2020Q3,S08000031,"",S08000022,All Cancer Types,d,1,"",1,""
12915,2020Q3,S08000031,"",S08000024,Upper GI,"",1,"",0,""
12916,2020Q3,S08000031,"",S08000024,All Cancer Types,d,1,"",0,""
12917,2020Q3,S08000031,"",S08000031,Breast,"",158,"",157,""
12918,2020Q3,S08000031,"",S08000031,Cervical,"",6,"",6,""
12919,2020Q3,S08000031,"",S08000031,Colorectal,"",108,"",73,""
12920,2020Q3,S08000031,"",S08000031,Head & Neck,"",51,"",46,""
12921,2020Q3,S08000031,"",S08000031,Lung,"",106,"",104,""
12922,2020Q3,S08000031,"",S08000031,Lymphoma,"",39,"",38,""
12923,2020Q3,S08000031,"",S08000031,Melanoma,"",44,"",44,""
12924,2020Q3,S08000031,"",S08000031,Ovarian,"",12,"",12,""
12925,2020Q3,S08000031,"",S08000031,Upper GI,"",90,"",72,""
12926,2020Q3,S08000031,"",S08000031,Urological,"",143,"",99,""
12927,2020Q3,S08000031,"",S08000031,All Cancer Types,d,757,"",651,""
12928,2020Q3,S08000031,"",S08000032,Breast,"",7,"",6,""
12929,2020Q3,S08000031,"",S08000032,All Cancer Types,d,7,"",6,""
12930,2020Q3,S08000031,"",SB0801,Colorectal,"",1,"",1,""
12931,2020Q3,S08000031,"",SB0801,Lung,"",6,"",5,""
12932,2020Q3,S08000031,"",SB0801,All Cancer Types,d,7,"",6,""
12933,2020Q3,S08000032,"",S08000024,Upper GI,"",1,"",1,""
12934,2020Q3,S08000032,"",S08000024,All Cancer Types,d,1,"",1,""
12935,2020Q3,S08000032,"",S08000031,Breast,"",1,"",1,""
12936,2020Q3,S08000032,"",S08000031,Cervical,"",1,"",1,""
12937,2020Q3,S08000032,"",S08000031,Colorectal,"",6,"",4,""
12938,2020Q3,S08000032,"",S08000031,Head & Neck,"",5,"",5,""
12939,2020Q3,S08000032,"",S08000031,Lung,"",8,"",8,""
12940,2020Q3,S08000032,"",S08000031,Ovarian,"",1,"",1,""
12941,2020Q3,S08000032,"",S08000031,Upper GI,"",1,"",0,""
12942,2020Q3,S08000032,"",S08000031,Urological,"",4,"",4,""
12943,2020Q3,S08000032,"",S08000031,All Cancer Types,d,27,"",24,""
12944,2020Q3,S08000032,"",S08000032,Breast,"",58,"",58,""
12945,2020Q3,S08000032,"",S08000032,Cervical,"",1,"",1,""
12946,2020Q3,S08000032,"",S08000032,Colorectal,"",46,"",35,""
12947,2020Q3,S08000032,"",S08000032,Head & Neck,"",10,"",9,""
12948,2020Q3,S08000032,"",S08000032,Lung,"",35,"",35,""
12949,2020Q3,S08000032,"",S08000032,Lymphoma,"",14,"",13,""
12950,2020Q3,S08000032,"",S08000032,Melanoma,"",25,"",25,""
12951,2020Q3,S08000032,"",S08000032,Ovarian,"",2,"",1,""
12952,2020Q3,S08000032,"",S08000032,Upper GI,"",39,"",34,""
12953,2020Q3,S08000032,"",S08000032,Urological,"",27,"",22,""
12954,2020Q3,S08000032,"",S08000032,All Cancer Types,d,257,"",233,""
12955,2020Q3,S08000032,"",SB0801,Lung,"",4,"",4,""
12956,2020Q3,S08000032,"",SB0801,All Cancer Types,d,4,"",4,""
12957,2020Q3,S92000003,d,S08000015,Breast,"",32,"",28,""
12958,2020Q3,S92000003,d,S08000015,Colorectal,"",21,"",18,""
12959,2020Q3,S92000003,d,S08000015,Head & Neck,"",7,"",7,""
12960,2020Q3,S92000003,d,S08000015,Lung,"",40,"",40,""
12961,2020Q3,S92000003,d,S08000015,Lymphoma,"",7,"",7,""
12962,2020Q3,S92000003,d,S08000015,Melanoma,"",11,"",11,""
12963,2020Q3,S92000003,d,S08000015,Ovarian,"",1,"",1,""
12964,2020Q3,S92000003,d,S08000015,Upper GI,"",31,"",30,""
12965,2020Q3,S92000003,d,S08000015,Urological,"",25,"",24,""
12966,2020Q3,S92000003,d,S08000015,All Cancer Types,d,175,"",166,""
12967,2020Q3,S92000003,d,S08000016,Breast,"",15,"",15,""
12968,2020Q3,S92000003,d,S08000016,Colorectal,"",11,"",11,""
12969,2020Q3,S92000003,d,S08000016,Head & Neck,"",2,"",2,""
12970,2020Q3,S92000003,d,S08000016,Lung,"",9,"",9,""
12971,2020Q3,S92000003,d,S08000016,Lymphoma,"",3,"",3,""
12972,2020Q3,S92000003,d,S08000016,Melanoma,"",1,"",1,""
12973,2020Q3,S92000003,d,S08000016,Ovarian,"",1,"",1,""
12974,2020Q3,S92000003,d,S08000016,Upper GI,"",9,"",9,""
12975,2020Q3,S92000003,d,S08000016,Urological,"",6,"",6,""
12976,2020Q3,S92000003,d,S08000016,All Cancer Types,d,57,"",57,""
12977,2020Q3,S92000003,d,S08000017,Breast,"",19,"",19,""
12978,2020Q3,S92000003,d,S08000017,Cervical,"",1,"",1,""
12979,2020Q3,S92000003,d,S08000017,Colorectal,"",14,"",14,""
12980,2020Q3,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
12981,2020Q3,S92000003,d,S08000017,Lung,"",23,"",23,""
12982,2020Q3,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
12983,2020Q3,S92000003,d,S08000017,Melanoma,"",2,"",2,""
12984,2020Q3,S92000003,d,S08000017,Upper GI,"",21,"",21,""
12985,2020Q3,S92000003,d,S08000017,Urological,"",17,"",15,""
12986,2020Q3,S92000003,d,S08000017,All Cancer Types,d,101,"",99,""
12987,2020Q3,S92000003,d,S08000019,Breast,"",35,"",35,""
12988,2020Q3,S92000003,d,S08000019,Colorectal,"",19,"",15,""
12989,2020Q3,S92000003,d,S08000019,Head & Neck,"",4,"",4,""
12990,2020Q3,S92000003,d,S08000019,Lung,"",34,"",34,""
12991,2020Q3,S92000003,d,S08000019,Lymphoma,"",5,"",5,""
12992,2020Q3,S92000003,d,S08000019,Melanoma,"",11,"",9,""
12993,2020Q3,S92000003,d,S08000019,Ovarian,"",3,"",3,""
12994,2020Q3,S92000003,d,S08000019,Upper GI,"",18,"",17,""
12995,2020Q3,S92000003,d,S08000019,Urological,"",50,"",40,""
12996,2020Q3,S92000003,d,S08000019,All Cancer Types,d,179,"",162,""
12997,2020Q3,S92000003,d,S08000020,Breast,"",56,r,53,r
12998,2020Q3,S92000003,d,S08000020,Cervical,"",2,"",2,""
12999,2020Q3,S92000003,d,S08000020,Colorectal,"",37,"",21,""
13000,2020Q3,S92000003,d,S08000020,Head & Neck,"",10,"",9,""
13001,2020Q3,S92000003,d,S08000020,Lung,"",50,"",48,""
13002,2020Q3,S92000003,d,S08000020,Lymphoma,"",9,"",5,""
13003,2020Q3,S92000003,d,S08000020,Melanoma,"",18,"",18,""
13004,2020Q3,S92000003,d,S08000020,Ovarian,"",12,"",12,""
13005,2020Q3,S92000003,d,S08000020,Upper GI,"",45,"",45,""
13006,2020Q3,S92000003,d,S08000020,Urological,"",72,"",40,""
13007,2020Q3,S92000003,d,S08000020,All Cancer Types,d,311,r,253,r
13008,2020Q3,S92000003,d,S08000022,Breast,"",42,"",41,""
13009,2020Q3,S92000003,d,S08000022,Cervical,"",2,"",1,""
13010,2020Q3,S92000003,d,S08000022,Colorectal,"",21,"",13,""
13011,2020Q3,S92000003,d,S08000022,Head & Neck,"",4,"",3,""
13012,2020Q3,S92000003,d,S08000022,Lung,"",34,"",34,""
13013,2020Q3,S92000003,d,S08000022,Lymphoma,"",4,"",4,""
13014,2020Q3,S92000003,d,S08000022,Melanoma,"",6,"",3,""
13015,2020Q3,S92000003,d,S08000022,Ovarian,"",3,"",3,""
13016,2020Q3,S92000003,d,S08000022,Upper GI,"",20,"",17,""
13017,2020Q3,S92000003,d,S08000022,Urological,"",45,"",16,""
13018,2020Q3,S92000003,d,S08000022,All Cancer Types,d,181,"",135,""
13019,2020Q3,S92000003,d,S08000024,Breast,"",111,"",111,""
13020,2020Q3,S92000003,d,S08000024,Cervical,"",8,"",3,""
13021,2020Q3,S92000003,d,S08000024,Colorectal,"",77,"",55,""
13022,2020Q3,S92000003,d,S08000024,Head & Neck,"",41,"",39,""
13023,2020Q3,S92000003,d,S08000024,Lung,"",72,"",64,""
13024,2020Q3,S92000003,d,S08000024,Lymphoma,"",19,"",16,""
13025,2020Q3,S92000003,d,S08000024,Melanoma,"",22,"",21,""
13026,2020Q3,S92000003,d,S08000024,Ovarian,"",13,"",13,""
13027,2020Q3,S92000003,d,S08000024,Upper GI,"",71,"",66,""
13028,2020Q3,S92000003,d,S08000024,Urological,"",94,"",54,""
13029,2020Q3,S92000003,d,S08000024,All Cancer Types,d,528,"",442,""
13030,2020Q3,S92000003,d,S08000025,Colorectal,"",4,"",4,""
13031,2020Q3,S92000003,d,S08000025,Lung,"",1,"",1,""
13032,2020Q3,S92000003,d,S08000025,Melanoma,"",1,"",1,""
13033,2020Q3,S92000003,d,S08000025,Ovarian,"",1,"",1,""
13034,2020Q3,S92000003,d,S08000025,Urological,"",2,"",2,""
