_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
11691,2019Q1,S08000016,S92000003,d,All Cancer Types,d,128,"",128,""
11692,2019Q1,S08000017,S08000017,"",Breast,"",21,"",21,""
11693,2019Q1,S08000017,S08000017,"",Colorectal,"",20,"",18,""
11694,2019Q1,S08000017,S08000017,"",Head & Neck,"",3,"",3,""
11695,2019Q1,S08000017,S08000017,"",Lung,"",36,"",36,""
11696,2019Q1,S08000017,S08000017,"",Lymphoma,"",5,"",5,""
11697,2019Q1,S08000017,S08000017,"",Melanoma,"",10,"",10,""
11698,2019Q1,S08000017,S08000017,"",Ovarian,"",1,"",1,""
11699,2019Q1,S08000017,S08000017,"",Upper GI,"",19,"",19,""
11700,2019Q1,S08000017,S08000017,"",Urological,"",38,"",33,""
11701,2019Q1,S08000017,S08000017,"",All Cancer Types,d,153,"",146,""
11702,2019Q1,S08000017,S08000024,"",Breast,"",1,"",1,""
11703,2019Q1,S08000017,S08000024,"",Cervical,"",1,"",1,""
11704,2019Q1,S08000017,S08000024,"",Colorectal,"",3,"",3,""
11705,2019Q1,S08000017,S08000024,"",Head & Neck,"",3,"",3,""
11706,2019Q1,S08000017,S08000024,"",Lung,"",2,"",2,""
11707,2019Q1,S08000017,S08000024,"",Ovarian,"",3,"",3,""
11708,2019Q1,S08000017,S08000024,"",Upper GI,"",2,"",2,""
11709,2019Q1,S08000017,S08000024,"",Urological,"",7,"",7,""
11710,2019Q1,S08000017,S08000024,"",All Cancer Types,d,22,"",22,""
11711,2019Q1,S08000017,S08000031,"",Head & Neck,"",3,"",3,""
11712,2019Q1,S08000017,S08000031,"",Lymphoma,"",1,"",1,""
11713,2019Q1,S08000017,S08000031,"",All Cancer Types,d,4,"",4,""
11714,2019Q1,S08000017,S92000003,d,Breast,"",22,"",22,""
11715,2019Q1,S08000017,S92000003,d,Cervical,"",1,"",1,""
11716,2019Q1,S08000017,S92000003,d,Colorectal,"",23,"",21,""
11717,2019Q1,S08000017,S92000003,d,Head & Neck,"",9,"",9,""
11718,2019Q1,S08000017,S92000003,d,Lung,"",45,"",45,""
11719,2019Q1,S08000017,S92000003,d,Lymphoma,"",6,"",6,""
11720,2019Q1,S08000017,S92000003,d,Melanoma,"",10,"",10,""
11721,2019Q1,S08000017,S92000003,d,Ovarian,"",4,"",4,""
11722,2019Q1,S08000017,S92000003,d,Upper GI,"",21,"",21,""
11723,2019Q1,S08000017,S92000003,d,Urological,"",45,"",40,""
11724,2019Q1,S08000017,S92000003,d,All Cancer Types,d,186,"",179,""
11725,2019Q1,S08000017,SB0801,"",Lung,"",7,"",7,""
11726,2019Q1,S08000017,SB0801,"",All Cancer Types,d,7,"",7,""
11727,2019Q1,S08000019,S08000019,"",Breast,"",33,"",31,""
11728,2019Q1,S08000019,S08000019,"",Cervical,"",1,"",1,""
11729,2019Q1,S08000019,S08000019,"",Colorectal,"",46,"",42,""
11730,2019Q1,S08000019,S08000019,"",Head & Neck,"",4,"",4,""
11731,2019Q1,S08000019,S08000019,"",Lung,"",39,"",39,""
11732,2019Q1,S08000019,S08000019,"",Lymphoma,"",17,"",17,""
11733,2019Q1,S08000019,S08000019,"",Melanoma,"",18,"",18,""
11734,2019Q1,S08000019,S08000019,"",Ovarian,"",1,"",1,""
11735,2019Q1,S08000019,S08000019,"",Upper GI,"",30,"",30,""
11736,2019Q1,S08000019,S08000019,"",Urological,"",86,"",86,""
11737,2019Q1,S08000019,S08000019,"",All Cancer Types,d,275,"",269,""
11738,2019Q1,S08000019,S08000024,"",Upper GI,"",3,"",3,""
11739,2019Q1,S08000019,S08000024,"",Urological,"",1,"",1,""
11740,2019Q1,S08000019,S08000024,"",All Cancer Types,d,4,"",4,""
11741,2019Q1,S08000019,S08000031,"",Cervical,"",3,"",3,""
11742,2019Q1,S08000019,S08000031,"",Colorectal,"",2,"",2,""
11743,2019Q1,S08000019,S08000031,"",Head & Neck,"",10,"",10,""
11744,2019Q1,S08000019,S08000031,"",Lung,"",6,"",6,""
11745,2019Q1,S08000019,S08000031,"",Ovarian,"",6,"",6,""
11746,2019Q1,S08000019,S08000031,"",Upper GI,"",5,"",5,""
11747,2019Q1,S08000019,S08000031,"",Urological,"",15,"",12,""
11748,2019Q1,S08000019,S08000031,"",All Cancer Types,d,47,"",44,""
11749,2019Q1,S08000019,S08000032,"",Breast,"",1,"",1,""
11750,2019Q1,S08000019,S08000032,"",Head & Neck,"",2,"",2,""
11751,2019Q1,S08000019,S08000032,"",All Cancer Types,d,3,"",3,""
11752,2019Q1,S08000019,S92000003,d,Breast,"",34,"",32,""
11753,2019Q1,S08000019,S92000003,d,Cervical,"",4,"",4,""
11754,2019Q1,S08000019,S92000003,d,Colorectal,"",48,"",44,""
11755,2019Q1,S08000019,S92000003,d,Head & Neck,"",16,"",16,""
11756,2019Q1,S08000019,S92000003,d,Lung,"",53,"",53,""
11757,2019Q1,S08000019,S92000003,d,Lymphoma,"",17,"",17,""
11758,2019Q1,S08000019,S92000003,d,Melanoma,"",18,"",18,""
11759,2019Q1,S08000019,S92000003,d,Ovarian,"",7,"",7,""
11760,2019Q1,S08000019,S92000003,d,Upper GI,"",38,"",38,""
11761,2019Q1,S08000019,S92000003,d,Urological,"",102,"",99,""
11762,2019Q1,S08000019,S92000003,d,All Cancer Types,d,337,"",328,""
11763,2019Q1,S08000019,SB0801,"",Lung,"",8,"",8,""
11764,2019Q1,S08000019,SB0801,"",All Cancer Types,d,8,"",8,""
11765,2019Q1,S08000020,S08000020,"",Breast,"",104,"",103,""
11766,2019Q1,S08000020,S08000020,"",Cervical,"",11,"",8,""
11767,2019Q1,S08000020,S08000020,"",Colorectal,"",101,"",91,""
11768,2019Q1,S08000020,S08000020,"",Head & Neck,"",40,"",39,""
11769,2019Q1,S08000020,S08000020,"",Lung,"",96,"",94,""
11770,2019Q1,S08000020,S08000020,"",Lymphoma,"",36,"",35,""
11771,2019Q1,S08000020,S08000020,"",Melanoma,"",31,"",31,""
11772,2019Q1,S08000020,S08000020,"",Ovarian,"",9,"",9,""
11773,2019Q1,S08000020,S08000020,"",Upper GI,"",74,"",74,""
11774,2019Q1,S08000020,S08000020,"",Urological,"",157,"",134,""
11775,2019Q1,S08000020,S08000020,"",All Cancer Types,d,659,"",618,""
11776,2019Q1,S08000020,S08000024,"",Urological,"",1,"",1,""
11777,2019Q1,S08000020,S08000024,"",All Cancer Types,d,1,"",1,""
11778,2019Q1,S08000020,S08000025,"",Urological,"",1,"",1,""
11779,2019Q1,S08000020,S08000025,"",All Cancer Types,d,1,"",1,""
11780,2019Q1,S08000020,S92000003,d,Breast,"",104,"",103,""
11781,2019Q1,S08000020,S92000003,d,Cervical,"",11,"",8,""
11782,2019Q1,S08000020,S92000003,d,Colorectal,"",101,"",91,""
11783,2019Q1,S08000020,S92000003,d,Head & Neck,"",40,"",39,""
11784,2019Q1,S08000020,S92000003,d,Lung,"",96,"",94,""
11785,2019Q1,S08000020,S92000003,d,Lymphoma,"",36,"",35,""
11786,2019Q1,S08000020,S92000003,d,Melanoma,"",31,"",31,""
11787,2019Q1,S08000020,S92000003,d,Ovarian,"",9,"",9,""
11788,2019Q1,S08000020,S92000003,d,Upper GI,"",74,"",74,""
11789,2019Q1,S08000020,S92000003,d,Urological,"",159,"",136,""
11790,2019Q1,S08000020,S92000003,d,All Cancer Types,d,661,"",620,""
11791,2019Q1,S08000022,S08000020,"",Cervical,"",1,"",1,""
11792,2019Q1,S08000022,S08000020,"",Lung,"",2,"",2,""
11793,2019Q1,S08000022,S08000020,"",Ovarian,"",3,"",3,""
11794,2019Q1,S08000022,S08000020,"",Urological,"",5,"",2,""
11795,2019Q1,S08000022,S08000020,"",All Cancer Types,d,11,"",8,""
11796,2019Q1,S08000022,S08000022,"",Breast,"",73,"",69,""
11797,2019Q1,S08000022,S08000022,"",Cervical,"",4,"",4,""
11798,2019Q1,S08000022,S08000022,"",Colorectal,"",53,"",51,""
11799,2019Q1,S08000022,S08000022,"",Head & Neck,"",9,"",9,""
11800,2019Q1,S08000022,S08000022,"",Lung,"",36,"",36,""
11801,2019Q1,S08000022,S08000022,"",Lymphoma,"",17,"",17,""
11802,2019Q1,S08000022,S08000022,"",Melanoma,"",15,"",12,""
11803,2019Q1,S08000022,S08000022,"",Ovarian,"",3,"",3,""
11804,2019Q1,S08000022,S08000022,"",Upper GI,"",37,"",36,""
11805,2019Q1,S08000022,S08000022,"",Urological,"",80,"",70,""
11806,2019Q1,S08000022,S08000022,"",All Cancer Types,d,327,"",307,""
11807,2019Q1,S08000022,S08000024,"",Upper GI,"",1,"",1,""
11808,2019Q1,S08000022,S08000024,"",Urological,"",2,"",1,""
11809,2019Q1,S08000022,S08000024,"",All Cancer Types,d,3,"",2,""
11810,2019Q1,S08000022,S08000030,"",Head & Neck,"",5,"",5,""
11811,2019Q1,S08000022,S08000030,"",All Cancer Types,d,5,"",5,""
11812,2019Q1,S08000022,S08000031,"",Melanoma,"",1,"",1,""
11813,2019Q1,S08000022,S08000031,"",Upper GI,"",3,"",3,""
11814,2019Q1,S08000022,S08000031,"",All Cancer Types,d,4,"",4,""
11815,2019Q1,S08000022,S92000003,d,Breast,"",73,"",69,""
11816,2019Q1,S08000022,S92000003,d,Cervical,"",5,"",5,""
11817,2019Q1,S08000022,S92000003,d,Colorectal,"",53,"",51,""
11818,2019Q1,S08000022,S92000003,d,Head & Neck,"",14,"",14,""
11819,2019Q1,S08000022,S92000003,d,Lung,"",44,"",44,""
11820,2019Q1,S08000022,S92000003,d,Lymphoma,"",17,"",17,""
11821,2019Q1,S08000022,S92000003,d,Melanoma,"",16,"",13,""
11822,2019Q1,S08000022,S92000003,d,Ovarian,"",6,"",6,""
11823,2019Q1,S08000022,S92000003,d,Upper GI,"",41,"",40,""
11824,2019Q1,S08000022,S92000003,d,Urological,"",87,"",73,""
11825,2019Q1,S08000022,S92000003,d,All Cancer Types,d,356,"",332,""
11826,2019Q1,S08000022,SB0801,"",Lung,"",6,"",6,""
11827,2019Q1,S08000022,SB0801,"",All Cancer Types,d,6,"",6,""
11828,2019Q1,S08000024,S08000019,"",Breast,"",2,"",2,""
11829,2019Q1,S08000024,S08000019,"",All Cancer Types,d,2,"",2,""
11830,2019Q1,S08000024,S08000024,"",Breast,"",216,"",215,""
11831,2019Q1,S08000024,S08000024,"",Cervical,"",13,"",12,""
11832,2019Q1,S08000024,S08000024,"",Colorectal,"",102,"",91,""
11833,2019Q1,S08000024,S08000024,"",Head & Neck,"",48,"",47,""
11834,2019Q1,S08000024,S08000024,"",Lung,"",175,"",171,""
11835,2019Q1,S08000024,S08000024,"",Lymphoma,"",30,"",30,""
11836,2019Q1,S08000024,S08000024,"",Melanoma,"",28,"",27,""
11837,2019Q1,S08000024,S08000024,"",Ovarian,"",11,"",11,""
11838,2019Q1,S08000024,S08000024,"",Upper GI,"",89,"",87,""
11839,2019Q1,S08000024,S08000024,"",Urological,"",182,"",163,""
11840,2019Q1,S08000024,S08000024,"",All Cancer Types,d,894,"",854,""
11841,2019Q1,S08000024,S08000031,"",Urological,"",1,"",1,""
11842,2019Q1,S08000024,S08000031,"",All Cancer Types,d,1,"",1,""
11843,2019Q1,S08000024,S92000003,d,Breast,"",218,"",217,""
11844,2019Q1,S08000024,S92000003,d,Cervical,"",13,"",12,""
11845,2019Q1,S08000024,S92000003,d,Colorectal,"",102,"",91,""
11846,2019Q1,S08000024,S92000003,d,Head & Neck,"",48,"",47,""
11847,2019Q1,S08000024,S92000003,d,Lung,"",175,"",171,""
11848,2019Q1,S08000024,S92000003,d,Lymphoma,"",30,"",30,""
11849,2019Q1,S08000024,S92000003,d,Melanoma,"",28,"",27,""
11850,2019Q1,S08000024,S92000003,d,Ovarian,"",11,"",11,""
11851,2019Q1,S08000024,S92000003,d,Upper GI,"",89,"",87,""
11852,2019Q1,S08000024,S92000003,d,Urological,"",183,"",164,""
11853,2019Q1,S08000024,S92000003,d,All Cancer Types,d,897,"",857,""
11854,2019Q1,S08000025,S08000020,"",Lung,"",1,"",1,""
11855,2019Q1,S08000025,S08000020,"",Upper GI,"",1,"",1,""
11856,2019Q1,S08000025,S08000020,"",Urological,"",2,"",1,""
11857,2019Q1,S08000025,S08000020,"",All Cancer Types,d,4,"",3,""
11858,2019Q1,S08000025,S08000022,"",Lung,"",1,"",1,""
11859,2019Q1,S08000025,S08000022,"",All Cancer Types,d,1,"",1,""
11860,2019Q1,S08000025,S08000025,"",Colorectal,"",3,"",3,""
11861,2019Q1,S08000025,S08000025,"",Lung,"",1,"",1,""
11862,2019Q1,S08000025,S08000025,"",Melanoma,"",1,"",1,""
11863,2019Q1,S08000025,S08000025,"",Ovarian,"",2,"",2,""
11864,2019Q1,S08000025,S08000025,"",All Cancer Types,d,7,"",7,""
11865,2019Q1,S08000025,S92000003,d,Colorectal,"",3,"",3,""
11866,2019Q1,S08000025,S92000003,d,Lung,"",3,"",3,""
11867,2019Q1,S08000025,S92000003,d,Melanoma,"",1,"",1,""
11868,2019Q1,S08000025,S92000003,d,Ovarian,"",2,"",2,""
11869,2019Q1,S08000025,S92000003,d,Upper GI,"",1,"",1,""
11870,2019Q1,S08000025,S92000003,d,Urological,"",2,"",1,""
11871,2019Q1,S08000025,S92000003,d,All Cancer Types,d,12,"",11,""
11872,2019Q1,S08000026,S08000020,"",Breast,"",1,"",1,""
11873,2019Q1,S08000026,S08000020,"",Head & Neck,"",1,"",1,""
11874,2019Q1,S08000026,S08000020,"",Lymphoma,"",1,"",1,""
11875,2019Q1,S08000026,S08000020,"",Upper GI,"",3,"",3,""
11876,2019Q1,S08000026,S08000020,"",Urological,"",1,"",0,""
11877,2019Q1,S08000026,S08000020,"",All Cancer Types,d,7,"",6,""
11878,2019Q1,S08000026,S08000026,"",Breast,"",1,"",1,""
11879,2019Q1,S08000026,S08000026,"",Cervical,"",1,"",1,""
11880,2019Q1,S08000026,S08000026,"",Colorectal,"",3,"",3,""
11881,2019Q1,S08000026,S08000026,"",Lung,"",1,"",1,""
11882,2019Q1,S08000026,S08000026,"",Melanoma,"",2,"",2,""
11883,2019Q1,S08000026,S08000026,"",Ovarian,"",2,"",2,""
11884,2019Q1,S08000026,S08000026,"",Urological,"",3,"",3,""
11885,2019Q1,S08000026,S08000026,"",All Cancer Types,d,13,"",13,""
11886,2019Q1,S08000026,S92000003,d,Breast,"",2,"",2,""
11887,2019Q1,S08000026,S92000003,d,Cervical,"",1,"",1,""
11888,2019Q1,S08000026,S92000003,d,Colorectal,"",3,"",3,""
11889,2019Q1,S08000026,S92000003,d,Head & Neck,"",1,"",1,""
11890,2019Q1,S08000026,S92000003,d,Lung,"",1,"",1,""
11891,2019Q1,S08000026,S92000003,d,Lymphoma,"",1,"",1,""
11892,2019Q1,S08000026,S92000003,d,Melanoma,"",2,"",2,""
11893,2019Q1,S08000026,S92000003,d,Ovarian,"",2,"",2,""
11894,2019Q1,S08000026,S92000003,d,Upper GI,"",3,"",3,""
11895,2019Q1,S08000026,S92000003,d,Urological,"",4,"",3,""
11896,2019Q1,S08000026,S92000003,d,All Cancer Types,d,20,"",19,""
11897,2019Q1,S08000028,S08000020,"",Colorectal,"",1,"",0,""
11898,2019Q1,S08000028,S08000020,"",Urological,"",2,"",1,""
11899,2019Q1,S08000028,S08000020,"",All Cancer Types,d,3,"",1,""
11900,2019Q1,S08000028,S08000022,"",Colorectal,"",2,"",0,""
11901,2019Q1,S08000028,S08000022,"",Lymphoma,"",2,"",2,""
11902,2019Q1,S08000028,S08000022,"",Upper GI,"",1,"",1,""
11903,2019Q1,S08000028,S08000022,"",Urological,"",4,"",3,""
11904,2019Q1,S08000028,S08000022,"",All Cancer Types,d,9,"",6,""
11905,2019Q1,S08000028,S08000028,"",Colorectal,"",4,"",4,""
11906,2019Q1,S08000028,S08000028,"",Lung,"",3,"",3,""
11907,2019Q1,S08000028,S08000028,"",Melanoma,"",1,"",1,""
11908,2019Q1,S08000028,S08000028,"",Upper GI,"",3,"",3,""
11909,2019Q1,S08000028,S08000028,"",Urological,"",6,"",6,""
11910,2019Q1,S08000028,S08000028,"",All Cancer Types,d,17,"",17,""
11911,2019Q1,S08000028,S08000031,"",Cervical,"",1,"",1,""
11912,2019Q1,S08000028,S08000031,"",Colorectal,"",1,"",1,""
11913,2019Q1,S08000028,S08000031,"",Head & Neck,"",1,"",1,""
11914,2019Q1,S08000028,S08000031,"",Ovarian,"",1,"",1,""
11915,2019Q1,S08000028,S08000031,"",Upper GI,"",1,"",1,""
11916,2019Q1,S08000028,S08000031,"",All Cancer Types,d,5,"",5,""
11917,2019Q1,S08000028,S92000003,d,Cervical,"",1,"",1,""
11918,2019Q1,S08000028,S92000003,d,Colorectal,"",8,"",5,""
11919,2019Q1,S08000028,S92000003,d,Head & Neck,"",1,"",1,""
11920,2019Q1,S08000028,S92000003,d,Lung,"",3,"",3,""
11921,2019Q1,S08000028,S92000003,d,Lymphoma,"",2,"",2,""
11922,2019Q1,S08000028,S92000003,d,Melanoma,"",1,"",1,""
11923,2019Q1,S08000028,S92000003,d,Ovarian,"",1,"",1,""
11924,2019Q1,S08000028,S92000003,d,Upper GI,"",5,"",5,""
11925,2019Q1,S08000028,S92000003,d,Urological,"",12,"",10,""
11926,2019Q1,S08000028,S92000003,d,All Cancer Types,d,34,"",29,""
11927,2019Q1,S08000029,S08000024,"",Breast,"",4,"",3,""
11928,2019Q1,S08000029,S08000024,"",Cervical,"",1,"",0,""
11929,2019Q1,S08000029,S08000024,"",Colorectal,"",9,"",9,""
11930,2019Q1,S08000029,S08000024,"",Head & Neck,"",3,"",3,""
11931,2019Q1,S08000029,S08000024,"",Lung,"",26,"",19,""
11932,2019Q1,S08000029,S08000024,"",Lymphoma,"",1,"",1,""
11933,2019Q1,S08000029,S08000024,"",Upper GI,"",10,"",10,""
11934,2019Q1,S08000029,S08000024,"",Urological,"",18,"",17,""
11935,2019Q1,S08000029,S08000024,"",All Cancer Types,d,72,"",62,""
11936,2019Q1,S08000029,S08000029,"",Breast,"",55,"",53,""
11937,2019Q1,S08000029,S08000029,"",Cervical,"",2,"",2,""
11938,2019Q1,S08000029,S08000029,"",Colorectal,"",63,"",61,""
11939,2019Q1,S08000029,S08000029,"",Head & Neck,"",1,"",1,""
11940,2019Q1,S08000029,S08000029,"",Lung,"",46,"",46,""
11941,2019Q1,S08000029,S08000029,"",Lymphoma,"",16,"",16,""
11942,2019Q1,S08000029,S08000029,"",Melanoma,"",10,"",10,""
11943,2019Q1,S08000029,S08000029,"",Ovarian,"",5,"",5,""
11944,2019Q1,S08000029,S08000029,"",Upper GI,"",36,"",36,""
11945,2019Q1,S08000029,S08000029,"",Urological,"",101,"",89,""
11946,2019Q1,S08000029,S08000029,"",All Cancer Types,d,335,"",319,""
11947,2019Q1,S08000029,S08000030,"",Head & Neck,"",5,"",4,""
11948,2019Q1,S08000029,S08000030,"",Lung,"",1,"",1,""
11949,2019Q1,S08000029,S08000030,"",All Cancer Types,d,6,"",5,""
11950,2019Q1,S08000029,S92000003,d,Breast,"",59,"",56,""
11951,2019Q1,S08000029,S92000003,d,Cervical,"",3,"",2,""
11952,2019Q1,S08000029,S92000003,d,Colorectal,"",72,"",70,""
11953,2019Q1,S08000029,S92000003,d,Head & Neck,"",9,"",8,""
11954,2019Q1,S08000029,S92000003,d,Lung,"",73,"",66,""
11955,2019Q1,S08000029,S92000003,d,Lymphoma,"",17,"",17,""
11956,2019Q1,S08000029,S92000003,d,Melanoma,"",10,"",10,""
11957,2019Q1,S08000029,S92000003,d,Ovarian,"",5,"",5,""
11958,2019Q1,S08000029,S92000003,d,Upper GI,"",46,"",46,""
11959,2019Q1,S08000029,S92000003,d,Urological,"",119,"",106,""
11960,2019Q1,S08000029,S92000003,d,All Cancer Types,d,413,"",386,""
11961,2019Q1,S08000030,S08000020,"",Urological,"",1,"",0,""
11962,2019Q1,S08000030,S08000020,"",All Cancer Types,d,1,"",0,""
11963,2019Q1,S08000030,S08000024,"",Lung,"",7,"",6,""
11964,2019Q1,S08000030,S08000024,"",Urological,"",1,"",1,""
11965,2019Q1,S08000030,S08000024,"",All Cancer Types,d,8,"",7,""
11966,2019Q1,S08000030,S08000030,"",Breast,"",111,"",96,""
11967,2019Q1,S08000030,S08000030,"",Cervical,"",2,"",2,""
11968,2019Q1,S08000030,S08000030,"",Colorectal,"",62,"",61,""
11969,2019Q1,S08000030,S08000030,"",Head & Neck,"",14,"",13,""
11970,2019Q1,S08000030,S08000030,"",Lung,"",78,"",70,""
11971,2019Q1,S08000030,S08000030,"",Lymphoma,"",19,"",19,""
11972,2019Q1,S08000030,S08000030,"",Melanoma,"",25,"",23,""
11973,2019Q1,S08000030,S08000030,"",Ovarian,"",15,"",14,""
11974,2019Q1,S08000030,S08000030,"",Upper GI,"",46,"",44,""
11975,2019Q1,S08000030,S08000030,"",Urological,"",116,"",100,""
11976,2019Q1,S08000030,S08000030,"",All Cancer Types,d,488,"",442,""
11977,2019Q1,S08000030,S92000003,d,Breast,"",111,"",96,""
11978,2019Q1,S08000030,S92000003,d,Cervical,"",2,"",2,""
11979,2019Q1,S08000030,S92000003,d,Colorectal,"",62,"",61,""
11980,2019Q1,S08000030,S92000003,d,Head & Neck,"",14,"",13,""
11981,2019Q1,S08000030,S92000003,d,Lung,"",85,"",76,""
11982,2019Q1,S08000030,S92000003,d,Lymphoma,"",19,"",19,""
11983,2019Q1,S08000030,S92000003,d,Melanoma,"",25,"",23,""
11984,2019Q1,S08000030,S92000003,d,Ovarian,"",15,"",14,""
11985,2019Q1,S08000030,S92000003,d,Upper GI,"",46,"",44,""
11986,2019Q1,S08000030,S92000003,d,Urological,"",118,"",101,""
11987,2019Q1,S08000030,S92000003,d,All Cancer Types,d,497,"",449,""
11988,2019Q1,S08000031,S08000019,"",Urological,"",1,"",1,""
11989,2019Q1,S08000031,S08000019,"",All Cancer Types,d,1,"",1,""
11990,2019Q1,S08000031,S08000024,"",Colorectal,"",1,"",1,""
11991,2019Q1,S08000031,S08000024,"",Upper GI,"",2,"",1,""
11992,2019Q1,S08000031,S08000024,"",All Cancer Types,d,3,"",2,""
11993,2019Q1,S08000031,S08000031,"",Breast,"",379,"",322,""
11994,2019Q1,S08000031,S08000031,"",Cervical,"",17,"",17,""
11995,2019Q1,S08000031,S08000031,"",Colorectal,"",217,"",211,""
11996,2019Q1,S08000031,S08000031,"",Head & Neck,"",70,"",70,""
11997,2019Q1,S08000031,S08000031,"",Lung,"",246,"",237,""
11998,2019Q1,S08000031,S08000031,"",Lymphoma,"",73,"",73,""
11999,2019Q1,S08000031,S08000031,"",Melanoma,"",100,"",100,""
12000,2019Q1,S08000031,S08000031,"",Ovarian,"",33,"",33,""
12001,2019Q1,S08000031,S08000031,"",Upper GI,"",145,"",143,""
12002,2019Q1,S08000031,S08000031,"",Urological,"",355,"",335,""
12003,2019Q1,S08000031,S08000031,"",All Cancer Types,d,1635,"",1541,""
12004,2019Q1,S08000031,S08000032,"",Breast,"",38,"",31,""
12005,2019Q1,S08000031,S08000032,"",All Cancer Types,d,38,"",31,""
12006,2019Q1,S08000031,S92000003,d,Breast,"",417,"",353,""
12007,2019Q1,S08000031,S92000003,d,Cervical,"",17,"",17,""
12008,2019Q1,S08000031,S92000003,d,Colorectal,"",218,"",212,""
12009,2019Q1,S08000031,S92000003,d,Head & Neck,"",70,"",70,""
12010,2019Q1,S08000031,S92000003,d,Lung,"",293,"",284,""
12011,2019Q1,S08000031,S92000003,d,Lymphoma,"",73,"",73,""
12012,2019Q1,S08000031,S92000003,d,Melanoma,"",100,"",100,""
12013,2019Q1,S08000031,S92000003,d,Ovarian,"",33,"",33,""
12014,2019Q1,S08000031,S92000003,d,Upper GI,"",147,"",144,""
12015,2019Q1,S08000031,S92000003,d,Urological,"",356,"",336,""
12016,2019Q1,S08000031,S92000003,d,All Cancer Types,d,1724,"",1622,""
12017,2019Q1,S08000031,SB0801,"",Lung,"",47,"",47,""
12018,2019Q1,S08000031,SB0801,"",All Cancer Types,d,47,"",47,""
12019,2019Q1,S08000032,S08000024,"",Lymphoma,"",1,"",1,""
12020,2019Q1,S08000032,S08000024,"",All Cancer Types,d,1,"",1,""
12021,2019Q1,S08000032,S08000031,"",Breast,"",4,"",4,""
12022,2019Q1,S08000032,S08000031,"",Cervical,"",4,"",4,""
12023,2019Q1,S08000032,S08000031,"",Colorectal,"",4,"",4,""
12024,2019Q1,S08000032,S08000031,"",Head & Neck,"",18,"",18,""
12025,2019Q1,S08000032,S08000031,"",Lung,"",10,"",10,""
12026,2019Q1,S08000032,S08000031,"",Lymphoma,"",2,"",2,""
12027,2019Q1,S08000032,S08000031,"",Melanoma,"",2,"",2,""
12028,2019Q1,S08000032,S08000031,"",Ovarian,"",9,"",9,""
12029,2019Q1,S08000032,S08000031,"",Upper GI,"",20,"",20,""
12030,2019Q1,S08000032,S08000031,"",Urological,"",20,"",20,""
12031,2019Q1,S08000032,S08000031,"",All Cancer Types,d,93,"",93,""
12032,2019Q1,S08000032,S08000032,"",Breast,"",81,"",77,""
12033,2019Q1,S08000032,S08000032,"",Colorectal,"",79,"",79,""
12034,2019Q1,S08000032,S08000032,"",Head & Neck,"",19,"",19,""
12035,2019Q1,S08000032,S08000032,"",Lung,"",87,"",87,""
12036,2019Q1,S08000032,S08000032,"",Lymphoma,"",28,"",28,""
12037,2019Q1,S08000032,S08000032,"",Melanoma,"",34,"",34,""
12038,2019Q1,S08000032,S08000032,"",Ovarian,"",5,"",5,""
12039,2019Q1,S08000032,S08000032,"",Upper GI,"",40,"",40,""
12040,2019Q1,S08000032,S08000032,"",Urological,"",106,"",103,""
12041,2019Q1,S08000032,S08000032,"",All Cancer Types,d,479,"",472,""
12042,2019Q1,S08000032,S92000003,d,Breast,"",85,"",81,""
12043,2019Q1,S08000032,S92000003,d,Cervical,"",4,"",4,""
12044,2019Q1,S08000032,S92000003,d,Colorectal,"",83,"",83,""
12045,2019Q1,S08000032,S92000003,d,Head & Neck,"",37,"",37,""
12046,2019Q1,S08000032,S92000003,d,Lung,"",114,"",114,""
12047,2019Q1,S08000032,S92000003,d,Lymphoma,"",31,"",31,""
12048,2019Q1,S08000032,S92000003,d,Melanoma,"",36,"",36,""
12049,2019Q1,S08000032,S92000003,d,Ovarian,"",14,"",14,""
12050,2019Q1,S08000032,S92000003,d,Upper GI,"",60,"",60,""
12051,2019Q1,S08000032,S92000003,d,Urological,"",126,"",123,""
12052,2019Q1,S08000032,S92000003,d,All Cancer Types,d,590,"",583,""
12053,2019Q1,S08000032,SB0801,"",Lung,"",17,"",17,""
12054,2019Q1,S08000032,SB0801,"",All Cancer Types,d,17,"",17,""
12055,2019Q2,S08000015,S08000015,"",Breast,"",101,"",92,""
12056,2019Q2,S08000015,S08000015,"",Cervical,"",1,"",1,""
12057,2019Q2,S08000015,S08000015,"",Colorectal,"",67,"",66,""
12058,2019Q2,S08000015,S08000015,"",Head & Neck,"",9,"",9,""
12059,2019Q2,S08000015,S08000015,"",Lung,"",42,"",42,""
12060,2019Q2,S08000015,S08000015,"",Lymphoma,"",4,"",4,""
12061,2019Q2,S08000015,S08000015,"",Melanoma,"",25,"",24,""
12062,2019Q2,S08000015,S08000015,"",Ovarian,"",5,"",5,""
12063,2019Q2,S08000015,S08000015,"",Upper GI,"",33,"",32,""
12064,2019Q2,S08000015,S08000015,"",Urological,"",84,"",84,""
12065,2019Q2,S08000015,S08000015,"",All Cancer Types,d,371,"",359,""
12066,2019Q2,S08000015,S08000017,"",Breast,"",5,"",5,""
